Entity,Code,Year,number_nondem_bmr_owid,number_dem_18_bmr_owid,number_dem_30_bmr_owid,number_dem_60_bmr_owid,number_dem_90_bmr_owid,number_dem_91plus_bmr_owid
North America,,1823,2,0,1,0,0,0
North America,,1824,3,0,1,0,0,0
North America,,1825,3,0,1,0,0,0
North America,,1826,3,0,1,0,0,0
North America,,1827,3,0,1,0,0,0
North America,,1828,3,0,1,0,0,0
North America,,1829,3,0,1,0,0,0
North America,,1830,3,0,0,1,0,0
North America,,1831,3,0,0,1,0,0
North America,,1832,3,0,0,1,0,0
North America,,1833,3,0,0,1,0,0
North America,,1834,3,0,0,1,0,0
North America,,1835,3,0,0,1,0,0
North America,,1836,3,0,0,1,0,0
North America,,1837,3,0,0,1,0,0
North America,,1838,5,0,0,1,0,0
North America,,1839,6,0,0,1,0,0
North America,,1840,6,0,0,1,0,0
North America,,1841,7,0,0,1,0,0
North America,,1842,7,0,0,1,0,0
North America,,1843,7,0,0,1,0,0
North America,,1844,8,0,0,1,0,0
North America,,1845,8,0,0,1,0,0
North America,,1846,8,0,0,1,0,0
North America,,1847,8,0,0,1,0,0
North America,,1848,8,0,0,1,0,0
North America,,1849,8,0,0,1,0,0
North America,,1850,8,0,0,1,0,0
North America,,1851,8,0,0,1,0,0
North America,,1852,8,0,0,1,0,0
North America,,1853,8,0,0,1,0,0
North America,,1854,8,0,0,1,0,0
North America,,1855,8,0,0,1,0,0
North America,,1856,8,0,0,1,0,0
North America,,1857,8,0,0,1,0,0
North America,,1858,8,0,0,1,0,0
North America,,1859,8,0,0,1,0,0
North America,,1860,8,0,0,0,1,0
North America,,1861,8,0,0,0,1,0
North America,,1862,8,0,0,0,1,0
North America,,1863,8,0,0,0,1,0
North America,,1864,8,0,0,0,1,0
North America,,1865,8,0,0,0,1,0
North America,,1866,8,0,0,0,1,0
North America,,1867,8,1,0,0,1,0
North America,,1868,8,1,0,0,1,0
North America,,1869,8,1,0,0,1,0
North America,,1870,8,1,0,0,1,0
North America,,1871,8,1,0,0,1,0
North America,,1872,8,1,0,0,1,0
North America,,1873,8,1,0,0,1,0
North America,,1874,8,1,0,0,1,0
North America,,1875,8,1,0,0,1,0
North America,,1876,8,1,0,0,1,0
North America,,1877,8,1,0,0,1,0
North America,,1878,8,1,0,0,1,0
North America,,1879,8,1,0,0,1,0
North America,,1880,8,1,0,0,1,0
North America,,1881,8,1,0,0,1,0
North America,,1882,8,1,0,0,1,0
North America,,1883,8,1,0,0,1,0
North America,,1884,8,1,0,0,1,0
North America,,1885,8,0,1,0,1,0
North America,,1886,8,0,1,0,1,0
North America,,1887,8,0,1,0,1,0
North America,,1888,8,0,1,0,1,0
North America,,1889,8,0,1,0,1,0
North America,,1890,8,0,1,0,0,1
North America,,1891,8,0,1,0,0,1
North America,,1892,8,0,1,0,0,1
North America,,1893,8,0,1,0,0,1
North America,,1894,8,0,1,0,0,1
North America,,1895,8,0,1,0,0,1
North America,,1896,8,0,1,0,0,1
North America,,1897,8,0,0,1,0,1
North America,,1898,8,0,0,1,0,1
North America,,1899,8,0,0,1,0,1
North America,,1900,8,0,0,1,0,1
North America,,1901,8,0,0,1,0,1
North America,,1902,9,0,0,1,0,1
North America,,1903,10,0,0,1,0,1
North America,,1904,10,0,0,1,0,1
North America,,1905,10,0,0,1,0,1
North America,,1906,10,0,0,1,0,1
North America,,1907,10,0,0,1,0,1
North America,,1908,10,0,0,1,0,1
North America,,1909,9,1,0,1,0,1
North America,,1910,9,1,0,1,0,1
North America,,1911,9,1,0,1,0,1
North America,,1912,9,1,0,1,0,1
North America,,1913,9,1,0,1,0,1
North America,,1914,9,1,0,1,0,1
North America,,1915,9,1,0,1,0,1
North America,,1916,10,0,0,1,0,1
North America,,1917,10,0,0,1,0,1
North America,,1918,10,0,0,1,0,1
North America,,1919,10,0,0,1,0,1
North America,,1920,10,0,0,1,0,1
North America,,1921,10,0,0,1,0,1
North America,,1922,10,0,0,1,0,1
North America,,1923,10,0,0,1,0,1
North America,,1924,10,0,0,1,0,1
North America,,1925,10,0,0,1,0,1
North America,,1926,10,0,0,1,0,1
North America,,1927,10,0,0,0,1,1
North America,,1928,10,0,0,0,1,1
North America,,1929,10,0,0,0,1,1
North America,,1930,9,0,0,0,1,1
North America,,1931,9,0,0,0,1,1
North America,,1932,10,0,0,0,1,1
North America,,1933,10,0,0,0,1,1
North America,,1934,10,0,0,0,1,1
North America,,1935,10,0,0,0,1,1
North America,,1936,10,0,0,0,1,1
North America,,1937,10,0,0,0,1,1
North America,,1938,10,0,0,0,1,1
North America,,1939,10,0,0,0,1,1
North America,,1940,9,1,0,0,1,1
North America,,1941,9,1,0,0,1,1
North America,,1942,9,1,0,0,1,1
North America,,1943,9,1,0,0,1,1
North America,,1944,9,1,0,0,1,1
North America,,1945,8,2,0,0,1,1
North America,,1946,8,2,0,0,1,1
North America,,1947,8,2,0,0,1,1
North America,,1948,8,2,0,0,1,1
North America,,1949,7,3,0,0,1,1
North America,,1950,7,3,0,0,1,1
North America,,1951,7,3,0,0,1,1
North America,,1952,7,3,0,0,1,1
North America,,1953,8,2,0,0,1,1
North America,,1954,9,1,0,0,1,1
North America,,1955,9,1,0,0,1,1
North America,,1956,8,2,0,0,1,1
North America,,1957,7,3,0,0,0,2
North America,,1958,6,4,0,0,0,2
North America,,1959,6,4,0,0,0,2
North America,,1960,6,4,0,0,0,2
North America,,1961,6,4,0,0,0,2
North America,,1962,6,6,0,0,0,2
North America,,1963,8,4,0,0,0,2
North America,,1964,8,4,0,0,0,2
North America,,1965,8,4,0,0,0,2
North America,,1966,6,7,0,0,0,2
North America,,1967,6,6,1,0,0,2
North America,,1968,7,5,1,0,0,2
North America,,1969,7,5,1,0,0,2
North America,,1970,8,4,1,0,0,2
North America,,1971,7,5,1,0,0,2
North America,,1972,8,4,1,0,0,2
North America,,1973,8,5,1,0,0,2
North America,,1974,8,6,1,0,0,2
North America,,1975,8,6,1,0,0,2
North America,,1976,8,6,1,0,0,2
North America,,1977,8,6,1,0,0,2
North America,,1978,8,7,1,0,0,2
North America,,1979,9,8,0,1,0,2
North America,,1980,9,6,2,1,0,2
North America,,1981,9,7,2,1,0,2
North America,,1982,9,8,2,1,0,2
North America,,1983,9,8,2,1,0,2
North America,,1984,6,10,4,1,0,2
North America,,1985,6,10,4,1,0,2
North America,,1986,5,11,4,1,0,2
North America,,1987,5,11,4,1,0,2
North America,,1988,5,11,4,1,0,2
North America,,1989,5,11,4,1,0,2
North America,,1990,5,11,4,1,0,2
North America,,1991,4,11,5,1,0,2
North America,,1992,4,11,3,3,0,2
North America,,1993,4,11,3,3,0,2
North America,,1994,4,11,3,3,0,2
North America,,1995,4,11,3,3,0,2
North America,,1996,4,10,2,5,0,2
North America,,1997,4,8,4,5,0,2
North America,,1998,4,8,4,5,0,2
North America,,1999,4,7,5,5,0,2
North America,,2000,3,7,6,5,0,2
North America,,2001,3,7,6,5,0,2
North America,,2002,3,3,10,5,0,2
North America,,2003,3,3,9,6,0,2
North America,,2004,2,3,10,6,0,2
North America,,2005,2,3,10,6,0,2
North America,,2006,2,3,10,6,0,2
North America,,2007,2,3,10,6,0,2
North America,,2008,2,3,9,7,0,2
North America,,2009,3,2,7,8,1,2
North America,,2010,2,3,7,8,1,2
North America,,2011,2,3,6,9,1,2
North America,,2012,2,3,6,9,1,2
North America,,2013,2,3,6,9,1,2
North America,,2014,2,3,2,13,1,2
North America,,2015,2,3,2,13,1,2
North America,,2016,3,3,1,13,1,2
North America,,2017,4,2,1,13,1,2
North America,,2018,4,1,2,13,1,2
North America,,2019,4,1,2,13,1,2
North America,,2020,4,1,2,13,1,2
Oceania,,1857,0,1,0,0,0,0
Oceania,,1858,0,1,0,0,0,0
Oceania,,1859,0,1,0,0,0,0
Oceania,,1860,0,1,0,0,0,0
Oceania,,1861,0,1,0,0,0,0
Oceania,,1862,0,1,0,0,0,0
Oceania,,1863,0,1,0,0,0,0
Oceania,,1864,0,1,0,0,0,0
Oceania,,1865,0,1,0,0,0,0
Oceania,,1866,0,1,0,0,0,0
Oceania,,1867,0,1,0,0,0,0
Oceania,,1868,0,1,0,0,0,0
Oceania,,1869,0,1,0,0,0,0
Oceania,,1870,0,1,0,0,0,0
Oceania,,1871,0,1,0,0,0,0
Oceania,,1872,0,1,0,0,0,0
Oceania,,1873,0,1,0,0,0,0
Oceania,,1874,0,1,0,0,0,0
Oceania,,1875,0,0,1,0,0,0
Oceania,,1876,0,0,1,0,0,0
Oceania,,1877,0,0,1,0,0,0
Oceania,,1878,0,0,1,0,0,0
Oceania,,1879,0,0,1,0,0,0
Oceania,,1880,0,0,1,0,0,0
Oceania,,1881,0,0,1,0,0,0
Oceania,,1882,0,0,1,0,0,0
Oceania,,1883,0,0,1,0,0,0
Oceania,,1884,0,0,1,0,0,0
Oceania,,1885,0,0,1,0,0,0
Oceania,,1886,0,0,1,0,0,0
Oceania,,1887,0,0,0,1,0,0
Oceania,,1888,0,0,0,1,0,0
Oceania,,1889,0,0,0,1,0,0
Oceania,,1890,0,0,0,1,0,0
Oceania,,1891,0,0,0,1,0,0
Oceania,,1892,0,0,0,1,0,0
Oceania,,1893,0,0,0,1,0,0
Oceania,,1894,0,0,0,1,0,0
Oceania,,1895,0,0,0,1,0,0
Oceania,,1896,0,0,0,1,0,0
Oceania,,1897,0,0,0,1,0,0
Oceania,,1898,0,0,0,1,0,0
Oceania,,1899,0,0,0,1,0,0
Oceania,,1900,0,0,0,1,0,0
Oceania,,1901,0,1,0,1,0,0
Oceania,,1902,0,1,0,1,0,0
Oceania,,1903,0,1,0,1,0,0
Oceania,,1904,0,1,0,1,0,0
Oceania,,1905,0,1,0,1,0,0
Oceania,,1906,0,1,0,1,0,0
Oceania,,1907,0,1,0,1,0,0
Oceania,,1908,0,1,0,1,0,0
Oceania,,1909,0,1,0,1,0,0
Oceania,,1910,0,1,0,1,0,0
Oceania,,1911,0,1,0,1,0,0
Oceania,,1912,0,1,0,1,0,0
Oceania,,1913,0,1,0,1,0,0
Oceania,,1914,0,1,0,1,0,0
Oceania,,1915,0,1,0,1,0,0
Oceania,,1916,0,1,0,1,0,0
Oceania,,1917,0,1,0,0,1,0
Oceania,,1918,0,1,0,0,1,0
Oceania,,1919,0,0,1,0,1,0
Oceania,,1920,0,0,1,0,1,0
Oceania,,1921,0,0,1,0,1,0
Oceania,,1922,0,0,1,0,1,0
Oceania,,1923,0,0,1,0,1,0
Oceania,,1924,0,0,1,0,1,0
Oceania,,1925,0,0,1,0,1,0
Oceania,,1926,0,0,1,0,1,0
Oceania,,1927,0,0,1,0,1,0
Oceania,,1928,0,0,1,0,1,0
Oceania,,1929,0,0,1,0,1,0
Oceania,,1930,0,0,1,0,1,0
Oceania,,1931,0,0,0,1,1,0
Oceania,,1932,0,0,0,1,1,0
Oceania,,1933,0,0,0,1,1,0
Oceania,,1934,0,0,0,1,1,0
Oceania,,1935,0,0,0,1,1,0
Oceania,,1936,0,0,0,1,1,0
Oceania,,1937,0,0,0,1,1,0
Oceania,,1938,0,0,0,1,1,0
Oceania,,1939,0,0,0,1,1,0
Oceania,,1940,0,0,0,1,1,0
Oceania,,1941,0,0,0,1,1,0
Oceania,,1942,0,0,0,1,1,0
Oceania,,1943,0,0,0,1,1,0
Oceania,,1944,0,0,0,1,1,0
Oceania,,1945,0,0,0,1,1,0
Oceania,,1946,0,0,0,1,1,0
Oceania,,1947,0,0,0,1,0,1
Oceania,,1948,0,0,0,1,0,1
Oceania,,1949,0,0,0,1,0,1
Oceania,,1950,0,0,0,1,0,1
Oceania,,1951,0,0,0,1,0,1
Oceania,,1952,0,0,0,1,0,1
Oceania,,1953,0,0,0,1,0,1
Oceania,,1954,0,0,0,1,0,1
Oceania,,1955,0,0,0,1,0,1
Oceania,,1956,0,0,0,1,0,1
Oceania,,1957,0,0,0,1,0,1
Oceania,,1958,0,0,0,1,0,1
Oceania,,1959,0,0,0,1,0,1
Oceania,,1960,0,0,0,1,0,1
Oceania,,1961,0,0,0,0,1,1
Oceania,,1962,1,0,0,0,1,1
Oceania,,1963,1,0,0,0,1,1
Oceania,,1964,1,0,0,0,1,1
Oceania,,1965,1,0,0,0,1,1
Oceania,,1966,1,0,0,0,1,1
Oceania,,1967,1,0,0,0,1,1
Oceania,,1968,1,1,0,0,1,1
Oceania,,1969,1,1,0,0,1,1
Oceania,,1970,2,2,0,0,1,1
Oceania,,1971,2,2,0,0,1,1
Oceania,,1972,2,2,0,0,1,1
Oceania,,1973,2,2,0,0,1,1
Oceania,,1974,2,2,0,0,1,1
Oceania,,1975,2,3,0,0,1,1
Oceania,,1976,2,3,0,0,1,1
Oceania,,1977,2,3,0,0,1,1
Oceania,,1978,2,5,0,0,1,1
Oceania,,1979,2,5,0,0,1,1
Oceania,,1980,2,6,0,0,1,1
Oceania,,1981,2,6,0,0,1,1
Oceania,,1982,2,6,0,0,1,1
Oceania,,1983,2,6,0,0,1,1
Oceania,,1984,2,6,0,0,1,1
Oceania,,1985,2,6,0,0,1,1
Oceania,,1986,2,5,1,0,1,1
Oceania,,1987,3,4,1,0,1,1
Oceania,,1988,3,4,1,0,1,1
Oceania,,1989,3,4,1,0,1,1
Oceania,,1990,3,4,1,0,1,1
Oceania,,1991,3,4,1,0,0,2
Oceania,,1992,3,6,1,0,0,2
Oceania,,1993,3,5,2,0,0,2
Oceania,,1994,3,5,2,0,0,2
Oceania,,1995,3,6,2,0,0,2
Oceania,,1996,3,4,4,0,0,2
Oceania,,1997,3,5,4,0,0,2
Oceania,,1998,3,4,4,1,0,2
Oceania,,1999,3,4,4,1,0,2
Oceania,,2000,4,4,3,1,0,2
Oceania,,2001,4,4,3,1,0,2
Oceania,,2002,4,4,3,1,0,2
Oceania,,2003,4,4,3,1,0,2
Oceania,,2004,4,4,3,1,0,2
Oceania,,2005,4,4,2,2,0,2
Oceania,,2006,3,5,2,2,0,2
Oceania,,2007,3,5,2,2,0,2
Oceania,,2008,3,5,1,3,0,2
Oceania,,2009,3,5,1,3,0,2
Oceania,,2010,3,3,2,4,0,2
Oceania,,2011,3,3,2,4,0,2
Oceania,,2012,3,3,2,4,0,2
Oceania,,2013,3,2,3,4,0,2
Oceania,,2014,2,3,3,4,0,2
Oceania,,2015,2,2,4,4,0,2
Oceania,,2016,2,2,4,4,0,2
Oceania,,2017,2,2,4,4,0,2
Oceania,,2018,2,2,4,4,0,2
Oceania,,2019,2,2,4,4,0,2
Oceania,,2020,2,2,4,4,0,2
South America,,1811,1,0,0,0,0,0
South America,,1812,1,0,0,0,0,0
South America,,1813,1,0,0,0,0,0
South America,,1814,1,0,0,0,0,0
South America,,1815,1,0,0,0,0,0
South America,,1816,1,0,0,0,0,0
South America,,1817,1,0,0,0,0,0
South America,,1818,2,0,0,0,0,0
South America,,1819,2,0,0,0,0,0
South America,,1820,3,0,0,0,0,0
South America,,1821,4,0,0,0,0,0
South America,,1822,4,0,0,0,0,0
South America,,1823,4,0,0,0,0,0
South America,,1824,5,0,0,0,0,0
South America,,1825,7,0,0,0,0,0
South America,,1826,7,0,0,0,0,0
South America,,1827,7,0,0,0,0,0
South America,,1828,7,0,0,0,0,0
South America,,1829,7,0,0,0,0,0
South America,,1830,10,0,0,0,0,0
South America,,1831,9,0,0,0,0,0
South America,,1832,10,0,0,0,0,0
South America,,1833,10,0,0,0,0,0
South America,,1834,10,0,0,0,0,0
South America,,1835,10,0,0,0,0,0
South America,,1836,10,0,0,0,0,0
South America,,1837,10,0,0,0,0,0
South America,,1838,10,0,0,0,0,0
South America,,1839,10,0,0,0,0,0
South America,,1840,10,0,0,0,0,0
South America,,1841,10,0,0,0,0,0
South America,,1842,10,0,0,0,0,0
South America,,1843,10,0,0,0,0,0
South America,,1844,10,0,0,0,0,0
South America,,1845,10,0,0,0,0,0
South America,,1846,10,0,0,0,0,0
South America,,1847,10,0,0,0,0,0
South America,,1848,10,0,0,0,0,0
South America,,1849,10,0,0,0,0,0
South America,,1850,10,0,0,0,0,0
South America,,1851,10,0,0,0,0,0
South America,,1852,10,0,0,0,0,0
South America,,1853,10,0,0,0,0,0
South America,,1854,10,0,0,0,0,0
South America,,1855,10,0,0,0,0,0
South America,,1856,10,0,0,0,0,0
South America,,1857,10,0,0,0,0,0
South America,,1858,10,0,0,0,0,0
South America,,1859,10,0,0,0,0,0
South America,,1860,10,0,0,0,0,0
South America,,1861,10,0,0,0,0,0
South America,,1862,10,0,0,0,0,0
South America,,1863,10,0,0,0,0,0
South America,,1864,10,0,0,0,0,0
South America,,1865,10,0,0,0,0,0
South America,,1866,10,0,0,0,0,0
South America,,1867,10,0,0,0,0,0
South America,,1868,10,0,0,0,0,0
South America,,1869,10,0,0,0,0,0
South America,,1870,10,0,0,0,0,0
South America,,1871,10,0,0,0,0,0
South America,,1872,10,0,0,0,0,0
South America,,1873,10,0,0,0,0,0
South America,,1874,10,0,0,0,0,0
South America,,1875,10,0,0,0,0,0
South America,,1876,10,0,0,0,0,0
South America,,1877,10,0,0,0,0,0
South America,,1878,10,0,0,0,0,0
South America,,1879,10,0,0,0,0,0
South America,,1880,10,0,0,0,0,0
South America,,1881,10,0,0,0,0,0
South America,,1882,10,0,0,0,0,0
South America,,1883,10,0,0,0,0,0
South America,,1884,10,0,0,0,0,0
South America,,1885,10,0,0,0,0,0
South America,,1886,10,0,0,0,0,0
South America,,1887,10,0,0,0,0,0
South America,,1888,10,0,0,0,0,0
South America,,1889,10,0,0,0,0,0
South America,,1890,10,0,0,0,0,0
South America,,1891,10,0,0,0,0,0
South America,,1892,10,0,0,0,0,0
South America,,1893,10,0,0,0,0,0
South America,,1894,10,0,0,0,0,0
South America,,1895,10,0,0,0,0,0
South America,,1896,10,0,0,0,0,0
South America,,1897,10,0,0,0,0,0
South America,,1898,10,0,0,0,0,0
South America,,1899,10,0,0,0,0,0
South America,,1900,10,0,0,0,0,0
South America,,1901,10,0,0,0,0,0
South America,,1902,10,0,0,0,0,0
South America,,1903,10,0,0,0,0,0
South America,,1904,10,0,0,0,0,0
South America,,1905,10,0,0,0,0,0
South America,,1906,10,0,0,0,0,0
South America,,1907,10,0,0,0,0,0
South America,,1908,10,0,0,0,0,0
South America,,1909,9,1,0,0,0,0
South America,,1910,9,1,0,0,0,0
South America,,1911,9,1,0,0,0,0
South America,,1912,8,2,0,0,0,0
South America,,1913,8,2,0,0,0,0
South America,,1914,8,2,0,0,0,0
South America,,1915,8,2,0,0,0,0
South America,,1916,8,2,0,0,0,0
South America,,1917,8,2,0,0,0,0
South America,,1918,8,2,0,0,0,0
South America,,1919,7,3,0,0,0,0
South America,,1920,7,3,0,0,0,0
South America,,1921,7,3,0,0,0,0
South America,,1922,7,3,0,0,0,0
South America,,1923,7,3,0,0,0,0
South America,,1924,7,3,0,0,0,0
South America,,1925,8,2,0,0,0,0
South America,,1926,8,2,0,0,0,0
South America,,1927,8,2,0,0,0,0
South America,,1928,8,2,0,0,0,0
South America,,1929,8,2,0,0,0,0
South America,,1930,8,1,1,0,0,0
South America,,1931,9,1,0,0,0,0
South America,,1932,8,2,0,0,0,0
South America,,1933,8,2,0,0,0,0
South America,,1934,9,1,0,0,0,0
South America,,1935,9,1,0,0,0,0
South America,,1936,9,1,0,0,0,0
South America,,1937,8,2,0,0,0,0
South America,,1938,8,2,0,0,0,0
South America,,1939,8,2,0,0,0,0
South America,,1940,8,2,0,0,0,0
South America,,1941,8,2,0,0,0,0
South America,,1942,8,2,0,0,0,0
South America,,1943,7,3,0,0,0,0
South America,,1944,7,3,0,0,0,0
South America,,1945,7,3,0,0,0,0
South America,,1946,6,4,0,0,0,0
South America,,1947,6,4,0,0,0,0
South America,,1948,6,4,0,0,0,0
South America,,1949,6,4,0,0,0,0
South America,,1950,6,3,1,0,0,0
South America,,1951,6,3,1,0,0,0
South America,,1952,6,3,1,0,0,0
South America,,1953,6,3,1,0,0,0
South America,,1954,6,3,1,0,0,0
South America,,1955,6,3,1,0,0,0
South America,,1956,5,4,1,0,0,0
South America,,1957,5,4,1,0,0,0
South America,,1958,3,6,1,0,0,0
South America,,1959,2,7,1,0,0,0
South America,,1960,2,7,1,0,0,0
South America,,1961,2,6,2,0,0,0
South America,,1962,4,4,1,1,0,0
South America,,1963,3,5,1,1,0,0
South America,,1964,4,4,1,1,0,0
South America,,1965,4,4,1,1,0,0
South America,,1966,6,3,1,1,0,0
South America,,1967,6,3,1,1,0,0
South America,,1968,7,2,1,1,0,0
South America,,1969,7,2,1,1,0,0
South America,,1970,7,2,1,1,0,0
South America,,1971,7,2,1,1,0,0
South America,,1972,7,2,1,1,0,0
South America,,1973,8,3,0,0,0,0
South America,,1974,8,3,0,0,0,0
South America,,1975,8,4,0,0,0,0
South America,,1976,9,2,1,0,0,0
South America,,1977,9,1,2,0,0,0
South America,,1978,9,1,2,0,0,0
South America,,1979,7,3,2,0,0,0
South America,,1980,8,2,2,0,0,0
South America,,1981,8,2,2,0,0,0
South America,,1982,7,3,2,0,0,0
South America,,1983,6,4,2,0,0,0
South America,,1984,6,4,2,0,0,0
South America,,1985,4,6,2,0,0,0
South America,,1986,4,6,2,0,0,0
South America,,1987,4,6,2,0,0,0
South America,,1988,3,7,1,1,0,0
South America,,1989,3,7,0,2,0,0
South America,,1990,4,6,0,2,0,0
South America,,1991,3,7,0,2,0,0
South America,,1992,2,8,0,2,0,0
South America,,1993,2,8,0,2,0,0
South America,,1994,2,8,0,2,0,0
South America,,1995,2,8,0,2,0,0
South America,,1996,2,8,0,2,0,0
South America,,1997,2,7,1,2,0,0
South America,,1998,2,7,1,2,0,0
South America,,1999,2,7,1,2,0,0
South America,,2000,3,6,1,2,0,0
South America,,2001,2,6,2,2,0,0
South America,,2002,2,6,2,2,0,0
South America,,2003,0,6,4,2,0,0
South America,,2004,0,6,4,2,0,0
South America,,2005,1,6,4,1,0,0
South America,,2006,1,6,4,1,0,0
South America,,2007,1,6,4,1,0,0
South America,,2008,1,5,5,1,0,0
South America,,2009,1,4,6,1,0,0
South America,,2010,1,3,7,1,0,0
South America,,2011,1,3,7,1,0,0
South America,,2012,1,3,6,2,0,0
South America,,2013,1,3,5,3,0,0
South America,,2014,1,3,5,3,0,0
South America,,2015,1,3,3,5,0,0
South America,,2016,1,3,3,5,0,0
South America,,2017,1,3,3,5,0,0
South America,,2018,1,3,3,4,1,0
South America,,2019,1,2,4,4,1,0
South America,,2020,1,2,3,5,1,0
World,OWID_WRL,1800,22,1,0,0,0,0
World,OWID_WRL,1801,22,1,0,0,0,0
World,OWID_WRL,1802,22,1,0,0,0,0
World,OWID_WRL,1803,22,1,0,0,0,0
World,OWID_WRL,1804,22,1,0,0,0,0
World,OWID_WRL,1805,22,1,0,0,0,0
World,OWID_WRL,1806,23,1,0,0,0,0
World,OWID_WRL,1807,22,1,0,0,0,0
World,OWID_WRL,1808,21,1,0,0,0,0
World,OWID_WRL,1809,21,1,0,0,0,0
World,OWID_WRL,1810,21,1,0,0,0,0
World,OWID_WRL,1811,22,1,0,0,0,0
World,OWID_WRL,1812,22,1,0,0,0,0
World,OWID_WRL,1813,22,1,0,0,0,0
World,OWID_WRL,1814,23,1,0,0,0,0
World,OWID_WRL,1815,29,1,0,0,0,0
World,OWID_WRL,1816,30,1,0,0,0,0
World,OWID_WRL,1817,30,1,0,0,0,0
World,OWID_WRL,1818,31,0,1,0,0,0
World,OWID_WRL,1819,32,0,1,0,0,0
World,OWID_WRL,1820,34,0,1,0,0,0
World,OWID_WRL,1821,35,0,1,0,0,0
World,OWID_WRL,1822,36,0,1,0,0,0
World,OWID_WRL,1823,37,0,1,0,0,0
World,OWID_WRL,1824,39,0,1,0,0,0
World,OWID_WRL,1825,41,0,1,0,0,0
World,OWID_WRL,1826,41,0,1,0,0,0
World,OWID_WRL,1827,42,0,1,0,0,0
World,OWID_WRL,1828,42,0,1,0,0,0
World,OWID_WRL,1829,42,0,1,0,0,0
World,OWID_WRL,1830,46,0,0,1,0,0
World,OWID_WRL,1831,45,0,0,1,0,0
World,OWID_WRL,1832,46,0,0,1,0,0
World,OWID_WRL,1833,46,0,0,1,0,0
World,OWID_WRL,1834,46,0,0,1,0,0
World,OWID_WRL,1835,46,0,0,1,0,0
World,OWID_WRL,1836,46,0,0,1,0,0
World,OWID_WRL,1837,46,0,0,1,0,0
World,OWID_WRL,1838,48,0,0,1,0,0
World,OWID_WRL,1839,49,0,0,1,0,0
World,OWID_WRL,1840,49,0,0,1,0,0
World,OWID_WRL,1841,50,0,0,1,0,0
World,OWID_WRL,1842,50,0,0,1,0,0
World,OWID_WRL,1843,50,0,0,1,0,0
World,OWID_WRL,1844,51,0,0,1,0,0
World,OWID_WRL,1845,51,0,0,1,0,0
World,OWID_WRL,1846,51,0,0,1,0,0
World,OWID_WRL,1847,52,0,0,1,0,0
World,OWID_WRL,1848,50,2,0,1,0,0
World,OWID_WRL,1849,50,2,0,1,0,0
World,OWID_WRL,1850,51,2,0,1,0,0
World,OWID_WRL,1851,51,2,0,1,0,0
World,OWID_WRL,1852,52,1,0,1,0,0
World,OWID_WRL,1853,52,1,0,1,0,0
World,OWID_WRL,1854,52,2,0,1,0,0
World,OWID_WRL,1855,53,2,0,1,0,0
World,OWID_WRL,1856,53,2,0,1,0,0
World,OWID_WRL,1857,53,3,0,1,0,0
World,OWID_WRL,1858,52,3,0,1,0,0
World,OWID_WRL,1859,53,3,0,1,0,0
World,OWID_WRL,1860,52,3,0,0,1,0
World,OWID_WRL,1861,48,3,0,0,1,0
World,OWID_WRL,1862,48,3,0,0,1,0
World,OWID_WRL,1863,48,3,0,0,1,0
World,OWID_WRL,1864,48,4,0,0,1,0
World,OWID_WRL,1865,48,4,0,0,1,0
World,OWID_WRL,1866,48,3,1,0,1,0
World,OWID_WRL,1867,50,4,1,0,1,0
World,OWID_WRL,1868,51,4,1,0,1,0
World,OWID_WRL,1869,51,4,1,0,1,0
World,OWID_WRL,1870,51,4,1,0,1,0
World,OWID_WRL,1871,49,5,1,0,1,0
World,OWID_WRL,1872,45,4,2,0,1,0
World,OWID_WRL,1873,45,4,2,0,1,0
World,OWID_WRL,1874,45,4,2,0,1,0
World,OWID_WRL,1875,45,3,3,0,1,0
World,OWID_WRL,1876,45,3,3,0,1,0
World,OWID_WRL,1877,45,3,3,0,1,0
World,OWID_WRL,1878,46,3,2,1,1,0
World,OWID_WRL,1879,47,3,2,1,1,0
World,OWID_WRL,1880,47,3,2,1,1,0
World,OWID_WRL,1881,47,3,2,1,1,0
World,OWID_WRL,1882,47,2,3,1,1,0
World,OWID_WRL,1883,47,2,3,1,1,0
World,OWID_WRL,1884,47,2,2,2,1,0
World,OWID_WRL,1885,46,2,3,2,1,0
World,OWID_WRL,1886,46,2,3,2,1,0
World,OWID_WRL,1887,46,2,2,3,1,0
World,OWID_WRL,1888,46,2,2,3,1,0
World,OWID_WRL,1889,46,1,3,3,1,0
World,OWID_WRL,1890,45,2,3,3,0,1
World,OWID_WRL,1891,45,2,3,3,0,1
World,OWID_WRL,1892,45,2,3,3,0,1
World,OWID_WRL,1893,45,2,3,3,0,1
World,OWID_WRL,1894,44,3,2,4,0,1
World,OWID_WRL,1895,44,3,2,4,0,1
World,OWID_WRL,1896,44,3,2,4,0,1
World,OWID_WRL,1897,43,4,1,5,0,1
World,OWID_WRL,1898,43,4,1,5,0,1
World,OWID_WRL,1899,43,4,1,5,0,1
World,OWID_WRL,1900,43,5,1,5,0,1
World,OWID_WRL,1901,42,7,0,6,0,1
World,OWID_WRL,1902,43,7,0,6,0,1
World,OWID_WRL,1903,44,6,1,5,0,1
World,OWID_WRL,1904,44,6,1,5,0,1
World,OWID_WRL,1905,44,6,1,5,0,1
World,OWID_WRL,1906,43,6,1,5,0,1
World,OWID_WRL,1907,44,6,1,5,0,1
